,GWAS P,GWAS Rank,Prop-Value,log10(Prop-Value),Prop Rank,Empirical P,Adjusted Association
HLA-H,1.0,9932.0,9.794719955648065e-05,-4.0090079765610653,12122.0,0.612779294308,0.612779294308
HLCS,1.0,9932.0,5.0802785152737204e-05,-4.2941124778084383,14250.0,0.720351835002,0.720351835002
HLF,1.0,9932.0,0.00025313721843762813,-3.5966439963914882,8208.0,0.414922656961,0.414922656961
HLTF,1.0,9932.0,0.00075031946330081465,-3.1247537877967901,3694.0,0.186735416035,0.186735416035
HLX,1.0,9932.0,0.0016142138816113657,-2.7920389222474236,1402.0,0.070872510363,0.070872510363
HM13,1.0,9932.0,0.0001043891786365646,-3.9813445195522443,11894.0,0.601253664948,0.601253664948
HMBOX1,1.0,9932.0,0.00031050391928986933,-3.5079329136348383,7296.0,0.368820139521,0.368820139521
HMBS,1.0,9932.0,0.00014615572295412246,-3.8351841744992634,10550.0,0.533313112931,0.533313112931
HMCES,1.0,9932.0,3.6835703447691125e-05,-4.4337310320522496,15184.0,0.767566474573,0.767566474573
HMCN1,1.0,9932.0,2.0777344702516128e-05,-4.6824099550814822,16499.0,0.834041047417,0.834041047417
HMCN2,1.0,9932.0,4.5512227225862817e-07,-6.3418719109617641,19683.0,0.994995450409,0.994995450409
HMG20A,1.0,9932.0,0.0050598961379780079,-2.2958583976198788,149.0,0.00753209988879,0.00753209988879
HMG20B,1.0,9932.0,0.00095171683562341792,-3.0214922480641011,2835.0,0.143312101911,0.143312101911
HMGA1,1.0,9932.0,0.00062884870967122868,-3.201453825871134,4404.0,0.22262663027,0.22262663027
HMGA2,1.0,9932.0,0.0012845037128934027,-2.8912646360556451,1899.0,0.0959963603276,0.0959963603276
HMGB1,1.0,9932.0,0.00079186979356584764,-3.1013462231891289,3497.0,0.17677686786,0.17677686786
HMGB1P1,1.0,9932.0,4.5716194194348093e-07,-6.3399299311461821,19680.0,0.994843797392,0.994843797392
HMGB2,1.0,9932.0,0.0010676343510232493,-2.9715774612803312,2427.0,0.122687291477,0.122687291477
HMGB3,1.0,9932.0,0.00014849121070674618,-3.8282992517644612,10487.0,0.530128399555,0.530128399555
HMGB3P1,1.0,9932.0,4.7946912689674972e-06,-5.3192393518927839,18492.0,0.934789202305,0.934789202305
HMGB4,1.0,9932.0,0.00012066368328170751,-3.9184234218962417,11325.0,0.572490142554,0.572490142554
HMGCL,1.0,9932.0,0.00041391689267702763,-3.3830868489152341,6114.0,0.30906885047,0.30906885047
HMGCLL1,1.0,9932.0,4.6342415472777775e-05,-4.3340213335335429,14544.0,0.735213830755,0.735213830755
HMGCR,1.0,9932.0,0.00051397826912479082,-3.2890552424807886,5250.0,0.265392781316,0.265392781316
HMGCS1,1.0,9932.0,0.0016148938381788831,-2.7918560225641698,1401.0,0.070821959357,0.070821959357
HMGCS2,1.0,9932.0,0.00044006042793188587,-3.3564876832514416,5857.0,0.296077241937,0.296077241937
HMGN1,1.0,9932.0,0.00039717099257534924,-3.4010224777609674,6301.0,0.318521888586,0.318521888586
HMGN2,1.0,9932.0,0.00028069250282794511,-3.5517691870233299,7744.0,0.391466990193,0.391466990193
HMGN3,1.0,9932.0,0.00020253181520793291,-3.6935067448743149,9165.0,0.463299969669,0.463299969669
HMGN4,1.0,9932.0,0.00054502872540838324,-3.2635806078929095,4997.0,0.252603376807,0.252603376807
HMGN5,1.0,9932.0,5.1077522068211049e-05,-4.291770179893466,14237.0,0.719694671924,0.719694671924
HMGXB3,1.0,9932.0,4.5568333251655737e-05,-4.3413368562726475,14590.0,0.73753917703,0.73753917703
HMGXB4,1.0,9932.0,0.0004144811390157089,-3.3824952272554905,6107.0,0.308714993428,0.308714993428
HMHA1,1.0,9932.0,1.9331029571374519e-05,-4.7137450148147373,16678.0,0.843089677485,0.843089677485
HMHB1,1.0,9932.0,0.0011575404116666087,-2.9364638381005497,2160.0,0.109190172884,0.109190172884
HMMR,1.0,9932.0,0.00058702584002125787,-3.2313427813219784,4684.0,0.23678091194,0.23678091194
